name,matric_no,department,course,year,prev_gpa,prev_cgpa,attendance,test_score,assignment,exam_score,total_200,gp_200,new_cgpa,current_class,predicted_grad_class
Jide Gana,250501521,CYBERSECURITY,PHY 205,200 Level,2.21,2.21,8,17,10,42,77,5.0,3.6,Second Class Upper,Second Class Upper
Jide Gana,250502816,COMPUTER SCIENCE,PHY 205,200 Level,1.83,1.83,1,0,0,52,53,3.0,2.42,Third Class,Second Class Lower
Jide Gana,250502050,ICT,GST 209,200 Level,4.44,4.44,1,16,2,21,40,1.0,2.72,Second Class Lower,Third Class
Jide Garba,250501638,CYBERSECURITY,MTH 201,200 Level,1.71,1.71,7,16,7,41,71,5.0,3.36,Second Class Lower,Second Class Upper
Jide Garba,250502217,ICT,MTH 223,200 Level,3.56,3.56,3,11,10,12,36,0.0,1.78,Third Class,Fail
Jide Garba,250501815,ICT,MTH 201,200 Level,2.83,2.83,5,17,1,24,47,2.0,2.42,Third Class,Third Class
Jide Hassan,250502702,ICT,PHY 201,200 Level,1.9,1.9,5,6,4,45,60,4.0,2.95,Second Class Lower,Second Class Upper
Jide Hassan,250502555,COMPUTER SCIENCE,MTH 201,200 Level,1.45,1.45,9,15,9,25,58,3.0,2.22,Third Class,Second Class Lower
Jide Ikenna,250501594,CYBERSECURITY,CHM 201,200 Level,4.54,4.54,2,2,1,22,27,0.0,2.27,Third Class,Fail
Jide Ikenna,250502048,CYBERSECURITY,PHY 205,200 Level,4.42,4.42,8,9,2,14,33,0.0,2.21,Third Class,Fail
Jide Ikenna,250501636,CYBERSECURITY,CSC 201,200 Level,2.9,2.9,2,12,8,39,61,4.0,3.45,Second Class Lower,Second Class Upper
Jide Ikenna,250501085,COMPUTER SCIENCE,CSC 201,200 Level,1.96,1.96,9,16,5,38,68,4.0,2.98,Second Class Lower,Second Class Upper
Jide Ikenna,250501145,CYBERSECURITY,CHM 201,200 Level,0.67,0.67,7,18,7,3,35,0.0,0.34,Fail,Fail
Jide Ikenna,250502434,ICT,PHY 201,200 Level,1.13,1.13,0,20,1,3,24,0.0,0.56,Fail,Fail
Jide Ikenna,250502042,CYBERSECURITY,GST 211,200 Level,1.93,1.93,0,5,9,15,29,0.0,0.96,Fail,Fail
Jide Ikenna,250501428,CYBERSECURITY,CHM 201,200 Level,2.08,2.08,8,4,3,11,26,0.0,1.04,Pass,Fail
Jide James,250502061,CYBERSECURITY,PHY 205,200 Level,4.93,4.93,0,0,9,9,18,0.0,2.46,Third Class,Fail
Jide Kalu,250501564,COMPUTER SCIENCE,MTH 223,200 Level,2.08,2.08,7,10,3,17,37,0.0,1.04,Pass,Fail
Jide Kalu,250501652,CYBERSECURITY,CHM 207,200 Level,3.14,3.14,5,11,0,59,75,5.0,4.07,Second Class Upper,First Class
Jide Kalu,250501798,COMPUTER SCIENCE,CHM 201,200 Level,3.63,3.63,8,16,6,24,54,3.0,3.32,Second Class Lower,Second Class Lower
Jide Lawal,250502419,ICT,CHM 201,200 Level,4.7,4.7,8,14,7,48,77,5.0,4.85,First Class,First Class
Jide Madu,250502227,CYBERSECURITY,MTH 201,200 Level,1.73,1.73,8,4,9,21,42,1.0,1.36,Pass,Pass
Jide Musa,250501352,CYBERSECURITY,PHY 205,200 Level,3.46,3.46,1,8,3,10,22,0.0,1.73,Third Class,Fail
Jide Musa,250501728,CYBERSECURITY,MTH 223,200 Level,1.41,1.41,2,14,4,42,62,4.0,2.7,Second Class Lower,Second Class Lower
Jide Musa,250501561,CYBERSECURITY,MTH 201,200 Level,1.46,1.46,7,20,10,12,49,2.0,1.73,Third Class,Third Class
Jide Nwachukwu,250502931,COMPUTER SCIENCE,PHY 205,200 Level,3.03,3.03,7,10,1,10,28,0.0,1.52,Third Class,Fail
Jide Nwachukwu,250502471,CYBERSECURITY,PHY 201,200 Level,3.82,3.82,8,4,4,37,53,3.0,3.41,Second Class Lower,Second Class Lower
Jide Nwosu,250501390,ICT,PHY 205,200 Level,4.96,4.96,8,16,2,9,35,0.0,2.48,Third Class,Fail
Jide Nwosu,250502257,COMPUTER SCIENCE,MTH 223,200 Level,2.71,2.71,8,1,7,19,35,0.0,1.36,Pass,Fail
Jide Obi,250502067,CYBERSECURITY,CSC 201,200 Level,1.0,1.0,4,16,8,56,84,5.0,3.0,Second Class Lower,Second Class Upper
Jide Obi,250501831,CYBERSECURITY,PHY 205,200 Level,2.54,2.54,9,1,4,58,72,5.0,3.77,Second Class Upper,First Class
Jide Obi,250501723,CYBERSECURITY,GST 211,200 Level,3.84,3.84,8,18,0,21,47,2.0,2.92,Second Class Lower,Third Class
Jide Obi,250502908,COMPUTER SCIENCE,CSC 201,200 Level,1.97,1.97,6,7,8,13,34,0.0,0.98,Fail,Fail
Jide Obi,250502826,ICT,CHM 207,200 Level,0.69,0.69,10,16,3,8,37,0.0,0.34,Fail,Fail
Jide Okafor,250502645,CYBERSECURITY,CHM 201,200 Level,3.9,3.9,1,3,1,59,64,4.0,3.95,Second Class Upper,Second Class Upper
Jide Okonkwo,250502043,CYBERSECURITY,GST 209,200 Level,3.32,3.32,0,9,6,53,68,4.0,3.66,Second Class Upper,Second Class Upper
Jide Okoro,250502987,CYBERSECURITY,PHY 205,200 Level,2.73,2.73,6,6,8,48,68,4.0,3.36,Second Class Lower,Second Class Upper
Jide Okoro,250501756,CYBERSECURITY,GST 211,200 Level,3.29,3.29,3,1,9,46,59,3.0,3.14,Second Class Lower,Second Class Lower
Jide Peters,250501481,CYBERSECURITY,GST 209,200 Level,3.63,3.63,10,12,2,31,55,3.0,3.32,Second Class Lower,Second Class Lower
Jide Peters,250501980,ICT,GST 211,200 Level,2.0,2.0,4,10,2,60,76,5.0,3.5,Second Class Upper,Second Class Upper
Jide Raji,250501143,COMPUTER SCIENCE,MTH 201,200 Level,1.85,1.85,4,15,1,33,53,3.0,2.42,Third Class,Second Class Lower
Jide Raji,250501822,COMPUTER SCIENCE,CHM 207,200 Level,2.0,2.0,1,7,2,34,44,1.0,1.5,Third Class,Pass
Jide Raji,250502035,CYBERSECURITY,GST 211,200 Level,3.63,3.63,10,15,0,56,81,5.0,4.31,Second Class Upper,First Class
Jide Raji,250502002,CYBERSECURITY,MTH 223,200 Level,4.43,4.43,5,3,9,29,46,2.0,3.22,Second Class Lower,Third Class
Jide Raji,250501688,ICT,GST 209,200 Level,3.96,3.96,2,19,6,27,54,3.0,3.48,Second Class Lower,Second Class Lower
Jide Raji,250502284,CYBERSECURITY,PHY 205,200 Level,1.97,1.97,2,18,2,38,60,4.0,2.98,Second Class Lower,Second Class Upper
Jide Salisu,250502877,ICT,CHM 201,200 Level,2.79,2.79,8,3,5,16,32,0.0,1.4,Pass,Fail
Jide Salisu,250502441,COMPUTER SCIENCE,CHM 207,200 Level,0.92,0.92,5,12,4,49,70,5.0,2.96,Second Class Lower,Second Class Upper
Jide Usman,250502469,CYBERSECURITY,MTH 201,200 Level,4.02,4.02,9,10,3,39,61,4.0,4.01,Second Class Upper,Second Class Upper
Kemi Adeyemi,250502382,ICT,PHY 205,200 Level,4.86,4.86,2,18,4,60,84,5.0,4.93,First Class,First Class
Kemi Adeyemi,250501640,CYBERSECURITY,MTH 223,200 Level,0.59,0.59,8,11,2,28,49,2.0,1.3,Pass,Third Class
Kemi Adeyemi,250502493,ICT,CHM 207,200 Level,0.83,0.83,4,7,3,23,37,0.0,0.42,Fail,Fail
Kemi Afolabi,250502230,COMPUTER SCIENCE,CHM 207,200 Level,4.52,4.52,9,12,5,40,66,4.0,4.26,Second Class Upper,Second Class Upper
Kemi Afolabi,250501313,ICT,PHY 201,200 Level,4.83,4.83,0,7,5,35,47,2.0,3.42,Second Class Lower,Second Class Lower
Kemi Afolabi,250502406,COMPUTER SCIENCE,PHY 201,200 Level,4.3,4.3,1,7,2,44,54,3.0,3.65,Second Class Upper,Second Class Lower
Kemi Afolabi,250502912,ICT,MTH 201,200 Level,4.98,4.98,3,6,8,21,38,0.0,2.49,Third Class,Fail
Kemi Afolabi,250502242,CYBERSECURITY,CHM 201,200 Level,3.97,3.97,9,1,9,28,47,2.0,2.99,Second Class Lower,Third Class
Kemi Babatunde,250501613,ICT,CHM 201,200 Level,0.87,0.87,10,4,1,36,51,3.0,1.94,Third Class,Second Class Lower
Kemi Chukwu,250502803,COMPUTER SCIENCE,CHM 207,200 Level,1.83,1.83,1,6,3,32,42,1.0,1.42,Pass,Pass
Kemi Danladi,250501736,ICT,GST 211,200 Level,2.27,2.27,6,10,9,1,26,0.0,1.14,Pass,Fail
Kemi Danladi,250502371,CYBERSECURITY,GST 209,200 Level,1.31,1.31,8,10,10,8,36,0.0,0.66,Fail,Fail
Kemi Danladi,250501576,CYBERSECURITY,PHY 201,200 Level,1.16,1.16,3,8,9,56,76,5.0,3.08,Second Class Lower,Second Class Upper
Kemi Danladi,250502127,COMPUTER SCIENCE,MTH 201,200 Level,2.34,2.34,5,14,6,19,44,1.0,1.67,Third Class,Pass
Kemi Dikko,250502455,ICT,MTH 201,200 Level,4.69,4.69,9,4,9,54,76,5.0,4.85,First Class,First Class
Kemi Dikko,250501852,ICT,CHM 201,200 Level,1.44,1.44,1,5,7,13,26,0.0,0.72,Fail,Fail
Kemi Ejike,250502713,CYBERSECURITY,MTH 223,200 Level,2.57,2.57,4,17,1,10,32,0.0,1.28,Pass,Fail
Kemi Ejike,250502103,CYBERSECURITY,PHY 201,200 Level,4.67,4.67,3,20,3,51,77,5.0,4.84,First Class,First Class
Kemi Eze,250501553,ICT,PHY 205,200 Level,3.02,3.02,2,9,2,42,55,3.0,3.01,Second Class Lower,Second Class Lower
Kemi Eze,250501477,CYBERSECURITY,GST 211,200 Level,2.99,2.99,8,13,0,11,32,0.0,1.5,Third Class,Fail
Kemi Eze,250502692,CYBERSECURITY,GST 209,200 Level,2.29,2.29,5,18,10,45,78,5.0,3.64,Second Class Upper,Second Class Upper
Kemi Fashola,250502791,ICT,GST 209,200 Level,3.82,3.82,5,13,7,44,69,4.0,3.91,Second Class Upper,Second Class Upper
Kemi Gana,250501256,CYBERSECURITY,PHY 205,200 Level,4.71,4.71,2,18,0,19,39,0.0,2.36,Third Class,Fail
Kemi Gana,250501333,ICT,PHY 201,200 Level,1.02,1.02,7,3,7,14,31,0.0,0.51,Fail,Fail
Kemi Garba,250502308,COMPUTER SCIENCE,PHY 201,200 Level,2.03,2.03,8,18,2,49,77,5.0,3.51,Second Class Upper,Second Class Upper
Kemi Garba,250502076,COMPUTER SCIENCE,PHY 205,200 Level,2.23,2.23,7,7,8,28,50,3.0,2.62,Second Class Lower,Second Class Lower
Kemi Hassan,250501299,COMPUTER SCIENCE,CHM 207,200 Level,0.88,0.88,8,5,9,48,70,5.0,2.94,Second Class Lower,Second Class Upper
Kemi Hassan,250501882,COMPUTER SCIENCE,PHY 201,200 Level,0.59,0.59,3,6,5,7,21,0.0,0.3,Fail,Fail
Kemi Hassan,250501820,COMPUTER SCIENCE,PHY 201,200 Level,4.11,4.11,1,1,5,27,34,0.0,2.06,Third Class,Fail
Kemi Ikenna,250502902,ICT,PHY 201,200 Level,3.92,3.92,6,11,10,60,87,5.0,4.46,Second Class Upper,First Class
Kemi Kalu,250502805,ICT,PHY 201,200 Level,3.99,3.99,1,0,8,15,24,0.0,2.0,Third Class,Fail
Kemi Kalu,250501799,COMPUTER SCIENCE,CHM 207,200 Level,4.65,4.65,5,15,0,39,59,3.0,3.82,Second Class Upper,Second Class Lower
Kemi Kalu,250502074,COMPUTER SCIENCE,PHY 205,200 Level,4.94,4.94,2,8,8,56,74,5.0,4.97,First Class,First Class
Kemi Kalu,250501444,COMPUTER SCIENCE,GST 209,200 Level,4.16,4.16,7,14,4,12,37,0.0,2.08,Third Class,Fail
Kemi Lawal,250502163,ICT,CHM 207,200 Level,3.85,3.85,3,9,6,8,26,0.0,1.92,Third Class,Fail
Kemi Madu,250502616,ICT,CSC 201,200 Level,4.97,4.97,4,1,2,11,18,0.0,2.48,Third Class,Fail
Kemi Musa,250502482,ICT,CHM 207,200 Level,2.95,2.95,10,16,5,46,77,5.0,3.98,Second Class Upper,First Class
Kemi Musa,250501253,COMPUTER SCIENCE,MTH 201,200 Level,1.93,1.93,8,15,5,45,73,5.0,3.46,Second Class Lower,Second Class Upper
Kemi Nwachukwu,250501617,ICT,CSC 201,200 Level,1.75,1.75,9,12,7,28,56,3.0,2.38,Third Class,Second Class Lower
Kemi Nwachukwu,250501959,ICT,MTH 201,200 Level,3.82,3.82,8,20,1,60,89,5.0,4.41,Second Class Upper,First Class
Kemi Nwachukwu,250501397,COMPUTER SCIENCE,MTH 201,200 Level,2.43,2.43,2,13,4,14,33,0.0,1.22,Pass,Fail
Kemi Nwosu,250501863,ICT,CSC 201,200 Level,2.48,2.48,0,17,3,2,22,0.0,1.24,Pass,Fail
Kemi Obi,250502032,CYBERSECURITY,CHM 201,200 Level,1.54,1.54,9,2,0,45,56,3.0,2.27,Third Class,Second Class Lower
Kemi Obi,250501793,ICT,CHM 201,200 Level,3.25,3.25,4,11,1,5,21,0.0,1.62,Third Class,Fail
Kemi Okafor,250501930,ICT,MTH 223,200 Level,1.13,1.13,3,0,6,3,12,0.0,0.56,Fail,Fail
Kemi Okafor,250501513,ICT,CHM 207,200 Level,4.4,4.4,5,3,2,44,54,3.0,3.7,Second Class Upper,Second Class Lower
Kemi Okafor,250502800,COMPUTER SCIENCE,GST 209,200 Level,4.8,4.8,4,2,6,49,61,4.0,4.4,Second Class Upper,Second Class Upper
Kemi Okafor,250502066,COMPUTER SCIENCE,GST 211,200 Level,1.57,1.57,9,3,9,26,47,2.0,1.78,Third Class,Third Class
Kemi Okonkwo,250502839,ICT,MTH 223,200 Level,1.51,1.51,1,15,8,2,26,0.0,0.76,Fail,Fail
Kemi Okonkwo,250501565,ICT,CHM 201,200 Level,3.15,3.15,5,12,5,60,82,5.0,4.08,Second Class Upper,First Class
Kemi Okoro,250501583,ICT,PHY 201,200 Level,1.98,1.98,2,9,0,8,19,0.0,0.99,Fail,Fail
Kemi Peters,250502023,CYBERSECURITY,PHY 201,200 Level,4.87,4.87,8,12,5,23,48,2.0,3.44,Second Class Lower,Second Class Lower
Kemi Peters,250501811,CYBERSECURITY,CSC 201,200 Level,4.28,4.28,1,4,1,35,41,1.0,2.64,Second Class Lower,Third Class
Kemi Peters,250501983,ICT,PHY 205,200 Level,0.84,0.84,6,5,9,15,35,0.0,0.42,Fail,Fail
Kemi Raji,250502208,ICT,PHY 205,200 Level,1.73,1.73,2,11,4,32,49,2.0,1.86,Third Class,Third Class
Kemi Raji,250501592,ICT,MTH 223,200 Level,1.32,1.32,9,4,1,21,35,0.0,0.66,Fail,Fail
Kemi Usman,250501267,COMPUTER SCIENCE,PHY 205,200 Level,3.66,3.66,2,8,4,21,35,0.0,1.83,Third Class,Fail
Kemi Usman,250501128,CYBERSECURITY,CHM 207,200 Level,0.53,0.53,6,5,6,15,32,0.0,0.26,Fail,Fail
Kemi Usman,250502238,CYBERSECURITY,PHY 205,200 Level,4.86,4.86,3,19,1,30,53,3.0,3.93,Second Class Upper,Second Class Lower
Kemi Usman,250501265,ICT,MTH 223,200 Level,3.83,3.83,2,0,8,1,11,0.0,1.92,Third Class,Fail
Kunle Adeola,250501399,ICT,GST 209,200 Level,3.9,3.9,0,14,8,17,39,0.0,1.95,Third Class,Fail
Kunle Adeyemi,250501037,CYBERSECURITY,CSC 201,200 Level,0.94,0.94,9,7,9,29,54,3.0,1.97,Third Class,Second Class Lower
Kunle Adeyemi,250501059,ICT,PHY 205,200 Level,1.96,1.96,6,19,9,46,80,5.0,3.48,Second Class Lower,Second Class Upper
Kunle Afolabi,250502372,ICT,MTH 201,200 Level,4.34,4.34,0,1,6,31,38,0.0,2.17,Third Class,Fail
Kunle Afolabi,250501865,CYBERSECURITY,MTH 201,200 Level,3.02,3.02,6,2,9,17,34,0.0,1.51,Third Class,Fail
Kunle Afolabi,250502819,CYBERSECURITY,PHY 205,200 Level,2.22,2.22,10,14,5,18,47,2.0,2.11,Third Class,Third Class
Kunle Afolabi,250501169,ICT,GST 211,200 Level,3.16,3.16,3,2,0,60,65,4.0,3.58,Second Class Upper,Second Class Upper
Kunle Afolabi,250502590,ICT,GST 209,200 Level,3.62,3.62,10,13,10,29,62,4.0,3.81,Second Class Upper,Second Class Upper
Kunle Afolabi,250502020,CYBERSECURITY,MTH 223,200 Level,3.64,3.64,1,13,1,24,39,0.0,1.82,Third Class,Fail
Kunle Chukwu,250501772,CYBERSECURITY,MTH 223,200 Level,1.07,1.07,5,11,9,8,33,0.0,0.54,Fail,Fail
Kunle Chukwu,250501411,ICT,CSC 201,200 Level,4.78,4.78,7,20,0,29,56,3.0,3.89,Second Class Upper,Second Class Lower
Kunle Chukwu,250502071,ICT,PHY 201,200 Level,1.55,1.55,5,0,3,4,12,0.0,0.78,Fail,Fail
Kunle Chukwu,250502213,ICT,CHM 207,200 Level,4.08,4.08,9,13,9,22,53,3.0,3.54,Second Class Upper,Second Class Lower
Kunle Danladi,250501918,CYBERSECURITY,CSC 201,200 Level,3.94,3.94,7,10,9,47,73,5.0,4.47,Second Class Upper,First Class
Kunle Danladi,250502746,ICT,MTH 223,200 Level,0.59,0.59,9,20,7,16,52,3.0,1.8,Third Class,Second Class Lower
Kunle Dikko,250501682,COMPUTER SCIENCE,CHM 207,200 Level,1.27,1.27,0,4,2,16,22,0.0,0.64,Fail,Fail
Kunle Dikko,250502293,CYBERSECURITY,GST 211,200 Level,3.6,3.6,5,5,3,21,34,0.0,1.8,Third Class,Fail
Kunle Dikko,250501530,ICT,MTH 201,200 Level,4.16,4.16,7,14,10,4,35,0.0,2.08,Third Class,Fail
Kunle Ejike,250501074,ICT,MTH 201,200 Level,3.68,3.68,5,9,1,50,65,4.0,3.84,Second Class Upper,Second Class Upper
Kunle Ejike,250502481,COMPUTER SCIENCE,MTH 223,200 Level,1.04,1.04,6,13,0,26,45,2.0,1.52,Third Class,Third Class
Kunle Eze,250501157,ICT,PHY 205,200 Level,3.93,3.93,10,7,7,59,83,5.0,4.46,Second Class Upper,First Class
Kunle Eze,250502259,CYBERSECURITY,CHM 207,200 Level,3.12,3.12,5,12,8,30,55,3.0,3.06,Second Class Lower,Second Class Lower
Kunle Eze,250501689,COMPUTER SCIENCE,CHM 201,200 Level,1.34,1.34,1,4,4,41,50,3.0,2.17,Third Class,Second Class Lower
Kunle Fashola,250502253,CYBERSECURITY,CHM 207,200 Level,1.06,1.06,4,19,5,43,71,5.0,3.03,Second Class Lower,Second Class Upper
Kunle Fashola,250501036,COMPUTER SCIENCE,PHY 201,200 Level,1.87,1.87,4,11,3,43,61,4.0,2.94,Second Class Lower,Second Class Upper
Kunle Fashola,250501586,ICT,CSC 201,200 Level,0.84,0.84,10,16,8,14,48,2.0,1.42,Pass,Third Class
Kunle Fashola,250502749,COMPUTER SCIENCE,CHM 207,200 Level,1.12,1.12,1,14,2,21,38,0.0,0.56,Fail,Fail
Kunle Fashola,250501555,COMPUTER SCIENCE,PHY 201,200 Level,2.32,2.32,10,2,4,9,25,0.0,1.16,Pass,Fail
Kunle Fashola,250502450,CYBERSECURITY,PHY 201,200 Level,2.74,2.74,9,7,3,48,67,4.0,3.37,Second Class Lower,Second Class Upper
Kunle Gana,250502364,CYBERSECURITY,CHM 207,200 Level,3.8,3.8,1,19,0,37,57,3.0,3.4,Second Class Lower,Second Class Lower
Kunle Gana,250501776,ICT,MTH 223,200 Level,1.53,1.53,7,0,2,41,50,3.0,2.26,Third Class,Second Class Lower
Kunle Gana,250502470,CYBERSECURITY,GST 209,200 Level,3.05,3.05,1,19,2,5,27,0.0,1.52,Third Class,Fail
Kunle Garba,250502411,ICT,MTH 201,200 Level,1.0,1.0,4,16,6,9,35,0.0,0.5,Fail,Fail
Kunle Garba,250502075,ICT,GST 209,200 Level,2.42,2.42,5,2,1,55,63,4.0,3.21,Second Class Lower,Second Class Upper
Kunle Garba,250501342,CYBERSECURITY,GST 211,200 Level,1.28,1.28,3,15,0,53,71,5.0,3.14,Second Class Lower,Second Class Upper
Kunle Hassan,250502299,COMPUTER SCIENCE,GST 209,200 Level,3.68,3.68,9,13,1,32,55,3.0,3.34,Second Class Lower,Second Class Lower
Kunle Hassan,250502868,ICT,GST 209,200 Level,1.09,1.09,4,15,7,3,29,0.0,0.55,Fail,Fail
Kunle James,250501020,ICT,GST 211,200 Level,3.25,3.25,1,0,2,48,51,3.0,3.12,Second Class Lower,Second Class Lower
Kunle James,250502807,COMPUTER SCIENCE,MTH 223,200 Level,1.33,1.33,5,19,6,32,62,4.0,2.66,Second Class Lower,Second Class Lower
Kunle Kalu,250501731,CYBERSECURITY,PHY 201,200 Level,4.17,4.17,7,3,5,21,36,0.0,2.08,Third Class,Fail
Kunle Kalu,250501060,COMPUTER SCIENCE,PHY 205,200 Level,2.25,2.25,5,15,10,33,63,4.0,3.12,Second Class Lower,Second Class Upper
Kunle Lawal,250501939,ICT,PHY 201,200 Level,3.09,3.09,4,2,3,38,47,2.0,2.54,Second Class Lower,Third Class
Kunle Lawal,250502761,CYBERSECURITY,PHY 201,200 Level,4.3,4.3,4,17,10,39,70,5.0,4.65,First Class,First Class
Kunle Madu,250502518,COMPUTER SCIENCE,PHY 205,200 Level,1.6,1.6,4,18,8,13,43,1.0,1.3,Pass,Pass
Kunle Madu,250502872,CYBERSECURITY,CSC 201,200 Level,2.78,2.78,10,17,10,51,88,5.0,3.89,Second Class Upper,First Class
Kunle Musa,250502722,ICT,PHY 205,200 Level,1.86,1.86,2,1,2,10,15,0.0,0.93,Fail,Fail
Kunle Musa,250502610,CYBERSECURITY,CHM 201,200 Level,4.46,4.46,5,16,10,47,78,5.0,4.73,First Class,First Class
Kunle Musa,250501021,ICT,CHM 201,200 Level,1.13,1.13,0,14,6,53,73,5.0,3.06,Second Class Lower,Second Class Upper
Kunle Musa,250502244,CYBERSECURITY,CHM 207,200 Level,3.92,3.92,2,2,6,46,56,3.0,3.46,Second Class Lower,Second Class Lower
Kunle Nwachukwu,250502553,CYBERSECURITY,CHM 207,200 Level,4.48,4.48,8,15,1,55,79,5.0,4.74,First Class,First Class
Kunle Nwachukwu,250502880,CYBERSECURITY,MTH 201,200 Level,3.6,3.6,1,14,0,9,24,0.0,1.8,Third Class,Fail
Kunle Nwachukwu,250501836,ICT,CHM 207,200 Level,4.62,4.62,0,13,3,31,47,2.0,3.31,Second Class Lower,Second Class Lower
Kunle Nwachukwu,250501183,COMPUTER SCIENCE,PHY 205,200 Level,4.45,4.45,9,12,7,57,85,5.0,4.72,First Class,First Class
Kunle Nwosu,250501076,ICT,CHM 207,200 Level,3.97,3.97,1,14,3,46,64,4.0,3.99,Second Class Upper,Second Class Upper
Kunle Obi,250502735,ICT,CHM 201,200 Level,4.49,4.49,5,15,2,48,70,5.0,4.74,First Class,First Class
Kunle Obi,250501643,ICT,MTH 223,200 Level,1.97,1.97,2,10,7,41,60,4.0,2.98,Second Class Lower,Second Class Upper
Kunle Okafor,250501445,CYBERSECURITY,GST 211,200 Level,4.76,4.76,7,1,2,15,25,0.0,2.38,Third Class,Fail
Kunle Okafor,250502743,CYBERSECURITY,GST 211,200 Level,0.55,0.55,2,16,6,35,59,3.0,1.78,Third Class,Second Class Lower
Kunle Okonkwo,250502938,ICT,CSC 201,200 Level,2.74,2.74,7,19,0,0,26,0.0,1.37,Pass,Fail
Kunle Okonkwo,250502939,CYBERSECURITY,MTH 223,200 Level,0.85,0.85,10,3,9,51,73,5.0,2.92,Second Class Lower,Second Class Upper
Kunle Okoro,250502732,CYBERSECURITY,GST 209,200 Level,2.87,2.87,6,0,2,26,34,0.0,1.44,Pass,Fail
Kunle Okoro,250501702,CYBERSECURITY,MTH 223,200 Level,2.01,2.01,0,19,3,58,80,5.0,3.5,Second Class Upper,Second Class Upper
Kunle Okoro,250502845,ICT,CHM 207,200 Level,1.58,1.58,9,7,8,38,62,4.0,2.79,Second Class Lower,Second Class Upper
Kunle Okoro,250501933,COMPUTER SCIENCE,PHY 205,200 Level,2.87,2.87,2,19,0,12,33,0.0,1.44,Pass,Fail
Kunle Peters,250502565,CYBERSECURITY,MTH 201,200 Level,2.41,2.41,7,17,2,5,31,0.0,1.2,Pass,Fail
Kunle Raji,250502787,COMPUTER SCIENCE,CSC 201,200 Level,3.26,3.26,5,0,0,18,23,0.0,1.63,Third Class,Fail
Kunle Salisu,250501180,CYBERSECURITY,CHM 201,200 Level,2.03,2.03,1,4,2,1,8,0.0,1.01,Pass,Fail
Kunle Salisu,250501504,CYBERSECURITY,CSC 201,200 Level,3.58,3.58,6,18,4,48,76,5.0,4.29,Second Class Upper,First Class
Kunle Salisu,250502733,COMPUTER SCIENCE,CSC 201,200 Level,2.42,2.42,5,20,9,36,70,5.0,3.71,Second Class Upper,Second Class Upper
Kunle Usman,250501401,COMPUTER SCIENCE,CHM 201,200 Level,4.56,4.56,0,20,4,40,64,4.0,4.28,Second Class Upper,Second Class Upper
Lara Adeola,250501769,COMPUTER SCIENCE,CSC 201,200 Level,4.2,4.2,6,6,2,33,47,2.0,3.1,Second Class Lower,Third Class
Lara Adeyemi,250502199,ICT,CHM 207,200 Level,1.09,1.09,8,20,0,22,50,3.0,2.04,Third Class,Second Class Lower
Lara Adeyemi,250501541,COMPUTER SCIENCE,MTH 201,200 Level,3.23,3.23,7,7,5,25,44,1.0,2.12,Third Class,Pass
Lara Adeyemi,250501884,COMPUTER SCIENCE,CHM 201,200 Level,4.1,4.1,8,14,0,7,29,0.0,2.05,Third Class,Fail
Lara Adeyemi,250502795,CYBERSECURITY,GST 209,200 Level,0.88,0.88,2,1,8,17,28,0.0,0.44,Fail,Fail
Lara Afolabi,250501699,CYBERSECURITY,MTH 223,200 Level,2.67,2.67,8,20,1,7,36,0.0,1.34,Pass,Fail
Lara Babatunde,250502348,ICT,GST 209,200 Level,4.94,4.94,6,5,7,27,45,2.0,3.47,Second Class Lower,Second Class Lower
Lara Bello,250501429,CYBERSECURITY,PHY 201,200 Level,1.03,1.03,0,8,3,21,32,0.0,0.52,Fail,Fail
Lara Chukwu,250501695,COMPUTER SCIENCE,MTH 201,200 Level,3.25,3.25,2,19,2,16,39,0.0,1.62,Third Class,Fail
Lara Chukwu,250502021,COMPUTER SCIENCE,PHY 205,200 Level,1.84,1.84,10,10,8,51,79,5.0,3.42,Second Class Lower,Second Class Upper
Lara Chukwu,250502598,CYBERSECURITY,GST 211,200 Level,0.89,0.89,10,16,6,37,69,4.0,2.44,Third Class,Second Class Lower
Lara Chukwu,250501896,COMPUTER SCIENCE,GST 211,200 Level,1.82,1.82,2,14,4,29,49,2.0,1.91,Third Class,Third Class
Lara Danladi,250502814,COMPUTER SCIENCE,PHY 201,200 Level,0.87,0.87,0,20,10,13,43,1.0,0.94,Fail,Fail
Lara Danladi,250501762,COMPUTER SCIENCE,CSC 201,200 Level,1.62,1.62,1,6,10,19,36,0.0,0.81,Fail,Fail
Lara Danladi,250502281,COMPUTER SCIENCE,CHM 201,200 Level,3.66,3.66,4,17,6,3,30,0.0,1.83,Third Class,Fail
Lara Danladi,250501942,COMPUTER SCIENCE,CSC 201,200 Level,3.43,3.43,4,11,6,18,39,0.0,1.72,Third Class,Fail
Lara Danladi,250501419,CYBERSECURITY,MTH 201,200 Level,3.89,3.89,0,16,5,18,39,0.0,1.94,Third Class,Fail
Lara Danladi,250501449,ICT,MTH 201,200 Level,0.88,0.88,6,7,8,53,74,5.0,2.94,Second Class Lower,Second Class Upper
Lara Dikko,250502561,ICT,CSC 201,200 Level,1.57,1.57,8,13,9,10,40,1.0,1.28,Pass,Pass
Lara Ejike,250501341,ICT,PHY 205,200 Level,2.63,2.63,4,17,5,5,31,0.0,1.32,Pass,Fail
